1, 8, 26.93, 17.14, 21.90, 23.35, 4.58 
2, 16, 23.24, 18.07, 19.95, 5.94, 1.16 
4, 32, 51.10, 33.89, 51.26, 10.54, 2.07 
8, 64, 31.80, 26.83, 28.51, 21.87, 4.29 
16, 128, 29.43, 22.01, 23.88, 34.73, 6.81 
32, 256, 25.65, 21.94, 23.91, 4.79, 0.94 
64, 512, 29.00, 24.19, 25.97, 5.52, 1.08 
128, 1024, 44.34, 36.12, 40.13, 7.94, 1.56 
256, 2048, 45.08, 35.32, 41.27, 21.38, 4.19 
512, 4096, 62.49, 49.50, 52.91, 41.45, 8.12 
1024, 8192, 91.68, 75.86, 82.72, 36.48, 7.15 
2048, 16384, 172.57, 154.82, 169.17, 11.78, 2.31 
4096, 32768, 261.66, 202.93, 214.46, 416.94, 81.72 
8192, 65536, 482.26, 374.57, 410.00, 134.35, 26.33 
16384, 131072, 774.67, 723.16, 760.38, 58.18, 11.40 
32768, 262144, 1926.33, 1746.63, 1838.79, 617.16, 120.96 
65536, 524288, 4212.47, 3906.09, 4019.56, 641.83, 125.80 
131072, 1048576, 8807.87, 8570.40, 8772.81, 218.68, 42.86 
262144, 2097152, 17919.79, 17060.61, 17630.67, 886.88, 173.83 
524288, 4194304, 35445.73, 34152.59, 35265.93, 766.68, 150.27 
1048576, 8388608, 69457.07, 66114.87, 69365.33, 1634.86, 320.43 
2097152, 16777216, 136441.44, 131689.95, 136574.85, 2104.08, 412.40 
4194304, 33554432, 276862.09, 268433.61, 276249.46, 3820.09, 748.74 
8388608, 67108864, 557077.87, 540719.08, 554272.66, 9359.63, 1834.49 
