10, 80, 2353.57, 2200.61, 2320.73, 158.48, 49.11 
20, 160, 2156.66, 2098.66, 2131.70, 81.48, 25.25 
40, 320, 2184.33, 2143.47, 2183.48, 23.45, 7.27 
80, 640, 2376.60, 2324.10, 2358.87, 86.82, 26.91 
160, 1280, 2776.79, 2548.29, 2615.33, 708.12, 219.45 
320, 2560, 2847.46, 2747.59, 2827.66, 92.91, 28.79 
640, 5120, 2769.90, 2676.14, 2757.10, 60.96, 18.89 
1280, 10240, 2839.26, 2798.39, 2830.03, 36.24, 11.23 
2560, 20480, 3030.03, 2946.71, 3003.07, 111.25, 34.48 
5120, 40960, 3282.06, 3190.77, 3237.21, 127.68, 39.57 
10240, 81920, 3792.11, 3718.43, 3764.01, 73.00, 22.62 
20480, 163840, 5047.20, 4806.04, 4896.51, 320.35, 99.28 
40960, 327680, 7192.15, 6974.70, 7100.80, 241.28, 74.77 
81920, 655360, 11901.27, 11301.55, 11688.41, 1155.73, 358.17 
163840, 1310720, 21602.28, 21001.42, 21283.76, 1100.64, 341.09 
327680, 2621440, 42499.53, 40761.48, 42328.60, 858.59, 266.08 
655360, 5242880, 84598.26, 81730.50, 84416.32, 1351.45, 418.82 
1310720, 10485760, 174936.99, 161472.74, 172104.63, 16000.40, 4958.58 
2621440, 20971520, 371073.02, 328273.17, 354106.00, 94595.49, 29315.45 
5242880, 41943040, 795453.23, 695110.54, 745840.40, 167855.42, 52018.93 
