10, 80, 664.80, 602.42, 652.79, 85.79, 26.59 
20, 160, 655.32, 594.27, 654.51, 54.25, 16.81 
40, 320, 623.70, 428.43, 617.99, 187.64, 58.15 
80, 640, 520.85, 442.37, 499.81, 108.37, 33.58 
160, 1280, 590.67, 544.95, 582.84, 67.44, 20.90 
320, 2560, 772.75, 599.90, 655.28, 209.11, 64.80 
640, 5120, 1227.41, 1099.27, 1184.90, 176.99, 54.85 
1280, 10240, 2351.26, 2165.65, 2378.97, 144.38, 44.74 
2560, 20480, 4181.17, 4062.99, 4160.95, 113.76, 35.25 
5120, 40960, 7700.39, 7551.32, 7727.30, 82.52, 25.57 
10240, 81920, 13666.88, 13479.85, 13644.54, 132.63, 41.10 
20480, 163840, 25058.76, 24485.55, 24957.22, 544.53, 168.75 
40960, 327680, 49329.29, 47934.41, 49535.66, 638.41, 197.85 
81920, 655360, 98969.69, 93505.11, 98326.73, 4509.40, 1397.48 
163840, 1310720, 192319.97, 186107.60, 191274.83, 4913.22, 1522.62 
327680, 2621440, 362393.82, 353839.28, 362448.11, 4569.84, 1416.21 
655360, 5242880, 692600.68, 684701.66, 691954.03, 5098.82, 1580.14 
1310720, 10485760, 1063411.03, 1056550.27, 1061745.31, 4918.07, 1524.13 
2621440, 20971520, 1172387.49, 1151036.39, 1172660.25, 5568.34, 1725.65 
5242880, 41943040, 1171472.27, 1149095.84, 1171776.55, 12352.07, 3827.95 
