10, 80, 753.42, 696.10, 748.74, 39.95, 12.38 
20, 160, 703.02, 669.54, 705.70, 19.50, 6.04 
40, 320, 567.72, 398.70, 622.04, 144.11, 44.66 
80, 640, 465.58, 437.90, 463.84, 17.70, 5.49 
160, 1280, 583.34, 548.59, 589.91, 24.86, 7.70 
320, 2560, 832.54, 645.73, 698.86, 372.11, 115.32 
640, 5120, 1366.77, 1272.43, 1340.96, 77.04, 23.87 
1280, 10240, 2503.51, 2340.55, 2495.27, 98.63, 30.57 
2560, 20480, 4338.97, 4203.38, 4295.76, 114.48, 35.48 
5120, 40960, 7922.68, 7504.65, 7780.90, 758.81, 235.16 
10240, 81920, 14348.14, 14208.26, 14299.46, 126.39, 39.17 
20480, 163840, 25273.88, 25043.93, 25317.87, 131.70, 40.82 
40960, 327680, 49073.58, 47906.67, 48159.07, 3188.70, 988.19 
81920, 655360, 98416.88, 95697.27, 96026.22, 6792.28, 2104.95 
163840, 1310720, 121923.50, 120073.00, 120341.08, 5099.07, 1580.22 
327680, 2621440, 123900.48, 121814.64, 122436.45, 3598.82, 1115.29 
655360, 5242880, 129185.11, 127270.69, 128013.03, 2965.37, 918.98 
1310720, 10485760, 137139.61, 135525.45, 136308.89, 2240.09, 694.21 
2621440, 20971520, 162230.83, 160744.49, 161736.53, 2147.26, 665.44 
5242880, 41943040, 204562.48, 201405.12, 203467.74, 3903.46, 1209.70 
