10, 80, 752.08, 652.55, 760.33, 48.60, 15.06 
20, 160, 740.34, 658.18, 715.92, 129.68, 40.19 
40, 320, 595.57, 394.31, 663.92, 186.96, 57.94 
80, 640, 492.74, 433.80, 474.25, 110.64, 34.29 
160, 1280, 617.34, 549.16, 598.95, 107.76, 33.40 
320, 2560, 755.26, 647.14, 693.32, 170.88, 52.96 
640, 5120, 1482.25, 1271.06, 1380.35, 558.04, 172.94 
1280, 10240, 2574.46, 2371.80, 2555.08, 174.81, 54.17 
2560, 20480, 4360.40, 4275.46, 4350.83, 48.35, 14.98 
5120, 40960, 7792.64, 7690.11, 7768.76, 141.28, 43.78 
10240, 81920, 14419.30, 14252.15, 14394.84, 128.35, 39.78 
20480, 163840, 25456.34, 25244.47, 25330.50, 461.04, 142.88 
40960, 327680, 48274.18, 48118.24, 48204.40, 193.34, 59.92 
81920, 655360, 97256.39, 95937.65, 96324.61, 3741.66, 1159.55 
163840, 1310720, 194996.51, 192545.25, 193033.23, 5283.83, 1637.48 
327680, 2621440, 377354.00, 371317.75, 375028.65, 7815.75, 2422.13 
655360, 5242880, 706178.33, 697969.74, 705779.07, 5406.34, 1675.44 
1310720, 10485760, 1056296.17, 1052787.74, 1055176.40, 2924.65, 906.36 
2621440, 20971520, 1099488.49, 1093940.48, 1099201.54, 3459.93, 1072.24 
5242880, 41943040, 1132253.16, 1126319.73, 1132271.36, 2479.81, 768.50 
