10, 80, 2344.23, 2220.13, 2329.84, 63.97, 19.82 
20, 160, 2141.11, 2102.27, 2135.63, 28.97, 8.98 
40, 320, 2194.05, 2125.92, 2185.57, 56.83, 17.61 
80, 640, 2337.67, 2297.78, 2329.50, 32.54, 10.08 
160, 1280, 2918.30, 2878.82, 2916.24, 29.98, 9.29 
320, 2560, 3593.62, 3373.08, 3415.86, 791.59, 245.31 
640, 5120, 6426.40, 6085.66, 6246.61, 803.96, 249.15 
1280, 10240, 10687.44, 10497.98, 10671.28, 92.03, 28.52 
2560, 20480, 11702.09, 11204.45, 11616.37, 407.81, 126.38 
5120, 40960, 10924.18, 10518.96, 10848.03, 404.13, 125.24 
10240, 81920, 11180.49, 10860.89, 11184.32, 162.38, 50.32 
20480, 163840, 12014.74, 11546.43, 11866.02, 537.55, 166.59 
40960, 327680, 12808.46, 12178.25, 12430.54, 1038.83, 321.94 
81920, 655360, 14504.77, 13900.40, 14372.42, 498.73, 154.56 
163840, 1310720, 18261.33, 17075.57, 17796.44, 1565.46, 485.14 
327680, 2621440, 24783.74, 22478.79, 23895.52, 2679.87, 830.50 
655360, 5242880, 35531.72, 31780.37, 34324.47, 3919.65, 1214.71 
1310720, 10485760, 59416.69, 51902.29, 55054.23, 11617.64, 3600.34 
2621440, 20971520, 109586.66, 92504.63, 96966.78, 25693.14, 7962.39 
5242880, 41943040, 205190.57, 173432.07, 181860.96, 59565.49, 18459.54 
