10, 80, 44.67, 42.16, 44.43, 1.50, 0.47 
20, 160, 43.83, 41.02, 43.44, 1.65, 0.51 
40, 320, 44.39, 41.41, 44.09, 2.03, 0.63 
80, 640, 47.83, 44.53, 48.01, 2.97, 0.92 
160, 1280, 57.26, 53.57, 57.02, 3.02, 0.94 
320, 2560, 69.03, 66.25, 68.30, 2.70, 0.84 
640, 5120, 116.94, 102.05, 114.96, 10.05, 3.11 
1280, 10240, 199.61, 186.73, 198.42, 5.53, 1.71 
2560, 20480, 227.66, 201.66, 229.16, 9.15, 2.83 
5120, 40960, 241.20, 224.39, 238.37, 11.04, 3.42 
10240, 81920, 320.01, 291.43, 308.33, 52.23, 16.19 
20480, 163840, 463.54, 419.32, 447.35, 74.15, 22.98 
40960, 327680, 756.68, 721.85, 749.12, 54.93, 17.02 
81920, 655360, 1388.79, 1326.33, 1392.66, 28.01, 8.68 
163840, 1310720, 2811.96, 2568.18, 2648.39, 727.15, 225.35 
327680, 2621440, 5173.95, 4957.02, 5164.07, 298.77, 92.59 
655360, 5242880, 11202.93, 10415.79, 10674.39, 2067.34, 640.67 
1310720, 10485760, 22051.25, 21605.80, 21931.70, 695.06, 215.40 
2621440, 20971520, 49733.72, 44777.40, 45702.71, 14891.74, 4615.00 
5242880, 41943040, 97212.35, 88478.80, 90188.35, 16463.18, 5101.99 
