10, 80, 346.25, 293.06, 340.85, 38.12, 11.81 
20, 160, 335.99, 278.22, 335.90, 49.06, 15.20 
40, 320, 254.22, 182.81, 210.93, 74.40, 23.06 
80, 640, 201.76, 191.76, 199.76, 8.36, 2.59 
160, 1280, 241.00, 231.17, 238.78, 9.85, 3.05 
320, 2560, 278.03, 267.89, 276.30, 6.38, 1.98 
640, 5120, 559.47, 511.83, 562.68, 24.66, 7.64 
1280, 10240, 1074.82, 1021.24, 1067.60, 39.07, 12.11 
2560, 20480, 1952.58, 1885.43, 1928.64, 63.39, 19.65 
5120, 40960, 3425.07, 3326.21, 3440.54, 53.04, 16.44 
10240, 81920, 6254.54, 6199.63, 6254.14, 32.24, 9.99 
20480, 163840, 11274.73, 10941.96, 11022.27, 1537.52, 476.48 
40960, 327680, 21583.24, 21072.17, 21140.70, 2032.28, 629.81 
81920, 655360, 42314.38, 41759.35, 42066.05, 1084.90, 336.21 
163840, 1310720, 54654.02, 54106.18, 54359.53, 830.92, 257.51 
327680, 2621440, 56693.36, 55702.55, 56106.58, 2007.29, 622.07 
655360, 5242880, 61379.06, 60429.09, 60877.33, 2209.75, 684.81 
1310720, 10485760, 67380.97, 66249.48, 66609.93, 2649.04, 820.95 
2621440, 20971520, 80843.92, 79260.45, 79826.08, 4462.15, 1382.83 
5242880, 41943040, 105798.82, 104476.56, 105323.52, 1302.89, 403.77 
