1, 8, 28.25, 23.89, 26.61, 6.20, 1.92 
2, 16, 34.58, 27.15, 29.53, 22.35, 6.93 
4, 32, 76.12, 46.70, 54.21, 61.47, 19.05 
8, 64, 51.27, 30.65, 51.05, 11.87, 3.68 
16, 128, 166.32, 32.95, 38.44, 560.50, 173.70 
32, 256, 38.15, 33.09, 38.44, 2.63, 0.82 
64, 512, 40.08, 34.54, 39.22, 3.72, 1.15 
128, 1024, 48.23, 43.67, 46.10, 4.43, 1.37 
256, 2048, 55.68, 52.53, 55.06, 3.18, 0.99 
512, 4096, 78.44, 71.90, 75.65, 6.18, 1.91 
1024, 8192, 111.88, 101.15, 111.46, 6.92, 2.15 
2048, 16384, 177.88, 163.99, 174.80, 10.15, 3.14 
4096, 32768, 315.58, 293.56, 305.04, 39.28, 12.17 
8192, 65536, 587.53, 564.01, 574.01, 48.75, 15.11 
16384, 131072, 927.25, 890.77, 901.89, 73.95, 22.92 
32768, 262144, 2057.74, 1684.73, 1701.29, 755.05, 233.99 
65536, 524288, 3309.26, 3275.34, 3305.63, 23.02, 7.13 
131072, 1048576, 6618.03, 6518.16, 6594.32, 136.71, 42.37 
262144, 2097152, 13203.29, 13020.03, 13126.89, 303.59, 94.08 
524288, 4194304, 26198.34, 25934.15, 26160.99, 146.75, 45.48 
1048576, 8388608, 158544.68, 154443.88, 158487.85, 2480.01, 768.56 
2097152, 16777216, 199965.78, 195089.57, 199934.46, 2190.56, 678.86 
4194304, 33554432, 274631.40, 269845.05, 274940.70, 2047.75, 634.60 
8388608, 67108864, 457765.69, 451403.13, 457748.54, 3681.77, 1140.99 
