1, 8, 41.15, 29.62, 36.82, 12.50, 3.87 
2, 16, 64.86, 33.75, 57.97, 32.48, 10.07 
4, 32, 83.84, 58.30, 69.97, 40.50, 12.55 
8, 64, 68.01, 37.58, 68.10, 17.28, 5.35 
16, 128, 69.81, 39.70, 50.87, 44.93, 13.93 
32, 256, 64.07, 40.68, 53.68, 37.38, 11.58 
64, 512, 60.22, 44.02, 55.37, 17.20, 5.33 
128, 1024, 99.40, 53.97, 84.26, 55.39, 17.17 
256, 2048, 90.84, 61.95, 78.75, 41.90, 12.99 
512, 4096, 99.00, 84.04, 91.37, 38.19, 11.84 
1024, 8192, 660.03, 126.48, 150.24, 863.68, 267.66 
2048, 16384, 240.96, 206.25, 222.10, 51.26, 15.89 
4096, 32768, 428.31, 376.57, 395.03, 84.00, 26.03 
8192, 65536, 760.68, 716.71, 732.98, 88.63, 27.47 
16384, 131072, 1174.27, 1125.83, 1148.63, 72.05, 22.33 
32768, 262144, 2173.80, 2128.74, 2153.73, 59.15, 18.33 
65536, 524288, 4233.13, 4150.09, 4201.65, 110.13, 34.13 
131072, 1048576, 8797.25, 8254.30, 8464.19, 859.45, 266.35 
262144, 2097152, 17263.11, 16742.54, 17088.62, 698.78, 216.56 
524288, 4194304, 35289.10, 34065.89, 34563.52, 1634.37, 506.50 
1048576, 8388608, 211937.17, 203994.34, 211409.55, 3366.57, 1043.31 
2097152, 16777216, 284191.46, 275377.92, 284515.15, 3114.81, 965.29 
4194304, 33554432, 400610.61, 391711.95, 400455.52, 3603.82, 1116.83 
8388608, 67108864, 3188839.88, 2598958.45, 3143307.49, 307341.70, 95246.18 
