1, 8, 493.82, 480.84, 493.83, 8.40, 2.60 
2, 16, 571.57, 488.91, 499.06, 188.52, 58.42 
4, 32, 923.76, 709.09, 817.19, 212.99, 66.01 
8, 64, 766.17, 687.14, 775.09, 48.71, 15.10 
16, 128, 677.54, 552.18, 705.23, 95.86, 29.71 
32, 256, 591.23, 556.77, 593.82, 15.59, 4.83 
64, 512, 620.06, 568.18, 613.59, 34.18, 10.59 
128, 1024, 624.71, 603.02, 611.63, 52.88, 16.39 
256, 2048, 622.15, 591.52, 602.88, 87.55, 27.13 
512, 4096, 619.72, 602.22, 615.34, 24.08, 7.46 
1024, 8192, 628.48, 618.82, 626.66, 7.36, 2.28 
2048, 16384, 668.63, 657.97, 667.27, 7.33, 2.27 
4096, 32768, 747.04, 736.86, 745.36, 7.40, 2.29 
8192, 65536, 916.46, 895.48, 905.30, 41.82, 12.96 
16384, 131072, 2172.01, 2066.72, 2139.37, 72.79, 22.56 
32768, 262144, 2180.78, 1636.62, 2279.10, 276.10, 85.57 
65536, 524288, 2358.24, 2049.65, 2076.64, 354.96, 110.00 
131072, 1048576, 3274.56, 3215.47, 3257.21, 74.27, 23.02 
262144, 2097152, 5691.42, 5166.02, 5774.21, 291.73, 90.41 
524288, 4194304, 9214.57, 9005.00, 9078.49, 441.68, 136.88 
1048576, 8388608, 1173246.84, 1142454.66, 1167536.59, 25293.22, 7838.45 
2097152, 16777216, 1168120.25, 1157384.00, 1168423.04, 5586.01, 1731.12 
4194304, 33554432, 1204990.14, 1188993.04, 1204699.88, 5587.39, 1731.55 
8388608, 67108864, 1264297.25, 1249075.19, 1261992.02, 10134.76, 3140.79 
